epoch,accuracy,loss,val_accuracy,val_loss
0,0.7730482816696167,0.23415617644786835,0.9445300698280334,0.17952071130275726
1,0.9364085793495178,0.16323329508304596,0.9772727489471436,0.14839783310890198
2,0.9343541264533997,0.1533263623714447,0.976759135723114,0.16172270476818085
3,0.8995891213417053,0.1566058248281479,0.9771443009376526,0.1458130031824112
4,0.8996533155441284,0.1480669528245926,0.8415511250495911,0.13886702060699463
5,0.9000064134597778,0.1436540186405182,0.9752182960510254,0.13828866183757782
