epoch,accuracy,loss,val_accuracy,val_loss
0,0.7581535577774048,0.23259426653385162,0.58859783411026,0.1859620213508606
1,0.8950307965278625,0.15764515101909637,0.9731638431549072,0.14410054683685303
2,0.9084488749504089,0.14713765680789948,0.9708526134490967,0.15705686807632446
3,0.9014188647270203,0.1437882035970688,0.901129961013794,0.13722173869609833
4,0.916153073310852,0.138260155916214,0.9722650051116943,0.1370617002248764
5,0.9208718538284302,0.13364000618457794,0.9721366167068481,0.1545196920633316
